Category,Functional_Group,Subclassification,Code,Additive,Reference(s)_of_Community_legal_act,Reference_in_OJ,Date_of_authorisation,Expiry_date_of_authorisation(s),Date_of_first_entry_in_the_Register
4,b,Gut flora stabilisers,4d1712,"Pediococcus acidilactici CNCM MA 18/5M (Holder of the authorisation Danstar Ferment AG represented by Lallemand SAS) [Piglets (weaned)]","Reg. (EU) No 1120/2010 of 2 December 2010","OJ L 317, 03.12.2010, p. 12 / Amended by OJ L 342, 16.12.2016, p. 14",23.12.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",03.12.10
4,b,Gut flora stabilisers,4d1712,"Pediococcus acidilactici CNCM MA 18/5M (Holder of the authorisation Danstar Ferment AG represented by Lallemand SAS) [Laying hens]","Reg. (EU) No 212/2011 of 3 March 2011 / Amended by Commission Implementing Regulation (EU) No 2016/2260 of 15 December 2016","OJ L 59, 04.03.2011, p. 1 / Amended by OJ L 342, 16.12.2016, p. 14",24.03.2011,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",09.03.11
4,b,Gut flora stabilisers,4d1712,"Pediococcus acidilactici CNCM MA 18/5M in water for drinking (Holder of the authorisation Danstar Ferment AG represented by Lallemand SAS) [Pigs for fattening; Minor porcine species (weaned and for fattening; Minor porcine species (weaned and for fattening]","Commission Implementing Regulation (EU) 2017/2299 of 12 December 2017 / Corrigendum CS 3 July 2019","OJ L 329, 13.12.2017, p. 33 / Corrigendum CS in OJ L 179 CS, 03.07.2019, p. 27",02.01.2018,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",29.01.18
4,b,Gut flora stabilisers,4d1712,"Pediococcus acidilactici CNCM I-4622 (Holder of the authorisation Danstar Ferment AG represented in the Union by Lallemand SAS) [All porcine species for fattening and for breeding, other than sows; All avian species; All fish species; All crustaceans]","Commission Implementing Regulation (EU) 2020/151 of 4 February 2020","OJ L 33, 05.02.2020, p. 12",25.02.2020,25.02.2030,05.02.20
4,b,Gut flora stabilisers,4b1713,"Enterococcus faecium CECT 4515 (Holder of the authorisation Evonik Nutrition & Care GmbH) [Chickens for fattening]","Commission Implementing Regulation (EU) No 887/2011 of 5 September 2011 / Amended by Commission Implementing Regulation (EU) 2017/173 of 1 February 2017 / Amended by Commission Implementing Regulation (EU) 2017/961 of 7 June 2017","OJ L 229, 06.09.2011, p. 7 / Amended by OJ L 28, 02.02.2017, p. 5 / Amended by OJ L 145, 08.06.2017, p. 7",26.09.2011,26.09.2021,06.09.11
4,b,Gut flora stabilisers,4b1713,"Enterococcus faecium CECT 4515 (Holder of the authorisation Evonik Nutrition & Care GmbH) [Weaned piglets]","Commission Implementing Regulation (EU) No 2017/961 of 7 June 2017","OJ L 145, 08.06.2017, p. 7",28/06.2017,28.06.2027,08.06.17
4,b,Gut flora stabilisers,4b1715,"Lactobacillus acidophilus CECT 4529 (Holder of the authorisation Centro Sperimentale del Latte) [Laying hens]","Commission Implementing Regulation (EU) 2015/38 of 13 January 2015","OJ L 8, 14.01.2015, p. 4 / Corrigendum SL OJ L 128 SL, 23.05.2015, p 29",03.03.2015,03.03.2025,15.01.15
4,b,Gut flora stabilisers,4b1715,"Lactobacillus acidophilus CECT 4529 (Holder of the authorisation Centro Sperimentale del Latte) [Chickens for fattening]","Commission Implementing Regulation (EU) 2017/2275 of 8 December 2017","OJ L 326, 09.12.2017, p. 47",29.12.2017,29.12.2027,11.12.17
4,b,Gut flora stabilisers,4b1715,"Lactobacillus acidophilus CECT 4529 (Holder of the authorisation Centro Sperimentale del Latte) [Cats and dogs]","Commission Implementing Regulation (EU) 2018/1558 of 17 October 2018","OJ L 261, 18.11.2018, p. 13",07.11.2018,07.11.2028,18.10.18
4,b,Gut flora stabilisers,4b1820,"Bacillus subtilis C-3102 (DSM 15544) (Calsporin) (Holder of the authorisation Asahi Calpis Wellness Co. Ltd, represented in the European Union by Pen & Tec Consulting S.L.U.) [Chickens for fattening]","Commission Implementing Regulation (EU) 2019/893 of 28 May 2019 / Amended by Commission Implementing Regulation (EU) 2020/146 of 3 February 2020","OJ L 142, 29.05.2019, p. 60  / Amended by OJ L 31, 09.06.2016, p. 3",18.06.2019,18.06.2029,29.05.19
4,b,Gut flora stabilisers,4b1820,"Bacillus subtilis C-3102 (DSM 15544) (Holder of the authorisation Asahi Calpis Wellness Co. Ltd, represented in the European Union by Pen & Tec Consulting S.L.U.) [Piglets (weaned)]","Reg. (EC) No 333/2010 of 22 April 2010 / Amended by Commission Implementing Regulation (EU) No 2016/897 of 8 June 2016 / Amended by Commission Implementing Regulation (EU) 2020/146 of 3 February 2020","OJ L 102, 23.4.2010, p. 19 / Amended by OJ L 152, 09.06.2016, p. 7 / Amended by OJ L 31, 09.06.2016, p. 3",13.05.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",23.04.10
4,b,Gut flora stabilisers,4b1820,"Bacillus subtilis C-3102 (DSM 15544) (Holder of the authorisation Asahi Calpis Wellness Co. Ltd, represented in the European Union by Pen & Tec Consulting S.L.U.) [Chickens reared for laying; Turkeys, minor avian species and other ornamental and game birds]","Reg. (EC) No 184/2011 of 25 February 2011 / Amended by Commission Implementing Regulation (EU) No 2016/897 of 8 June 2016 / Amended by Commission Implementing Regulation (EU) 2020/146 of 3 February 2020","OJ L 53, 26.02.2011, p. 33 / Amended by OJ L 152, 09.06.2016, p. 7 / Amended by OJ L 31, 09.06.2016, p. 3",18.03.2011,18.03.2021,28.02.11
4,b,Gut flora stabilisers,4b1820,"Bacillus subtilis C-3102 (DSM 15544) (Holder of the authorisation Asahi Calpis Wellness Co. Ltd, represented in the European Union by Pen & Tec Consulting S.L.U.) [Laying Hens; Ornamental fish]","Commission Implementing Regulation (EU) No 2016/897 of 8 June 2016 / Amended by Commission Implementing Regulation (EU) 2020/146 of 3 February 2020","OJ L 152, 09.06.2016, p. 7 / Amended by OJ L 31, 09.06.2016, p. 3",29.06.2016,29.06.2026,09.06.16
4,b,Gut flora stabilisers,4b1820,"Bacillus subtilis C-3102 (DSM 15544) (Holder of the authorisation Asahi Calpis Wellness Co. Ltd, represented in the European Union by Pen & Tec Consulting S.L.U.) [Sows; Suckling piglets; Dogs]","Commission Implementing Regulation (EU) 2017/2312 of 13 December 2017 / Amended by Commission Implementing Regulation (EU) 2020/146 of 3 February 2020","OJ L 331, 14.12.2017, p.41 / Amended by OJ L 31, 09.06.2016, p. 3",03.01.2018,03.01.2028,30.01.18
4,b,Gut flora stabilisers,4b1715,"Lactobacillus acidophilus CECT 4529 (Holder of the authorisation Centro Sperimentale del Latte) [Chickens for fattening]","Commission Implementing Regulation (EU) 2017/2275 of 8 December 2017","OJ L 326, 09.12.2017, p. 47",29.12.2017,29.12.2027,11.12.17
4,b,Gut flora stabilisers,4b1821,"Bacillus subtilis DSM 17299 (O35) (Holder of the authorisation Chr. Hansen A/S) [Chickens for fattening]","Reg. (EC) No 1137/2007 of 1 October 2007 / Amended by Reg (EC) No 203/2009 of 16 March 2009 / Amended by Reg (EU) No 515/2010 of 15 June 2010 / Amended by Commission Implementing Regulation (EU) No 881/2011 of 2 September 2011 / Amended by Commission Implementing Regulation (EU) No 1018/2012 of 5 November 2012","OJ L 265, 02.10.2007, p. 5 / Amended by OJ L 71, 17.03.2009, p. 11 / Amended by OJ L 150, 16.06.2010, p. 44 / Amended by OJ L 228, 03.09.2011, p. 9 / Amended by OJ L 307, 07.11.2012, p. 56",22.10.2007,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",02.10.07
4,b,Gut flora stabilisers,4b1821,"Bacillus subtilis DSM 17299 (Holder of the authorisation Chr. Hansen A/S) [Chickens for fattening]","Commission Implementing Regulation (EU) 2020/161 of 5 February 2020","OJ L 34, 06.02.2020, p. 28",26.02.2020,26.02.2030,06.02.20
4,b,Gut flora stabilisers,4b1822,"Bacillus amyloliquefaciens CECT 5940 (Ecobiol and Ecobiol plus) (Holder of the authorisation Evonik Nutrition & Care GmbH) [Chickens for fattening]","Reg. (EC) No 1292/2008 of 18 December 2008 / Amended by Reg (EU) No 336/2011 of 7 April 2011 / Amended by Commission Implementing Regulation (EU) 2017/173 of 1 February 2017","OJ L 340, 22.12.2008, p. 36 / Amended by OJ L 94, 08.04.2011, p. 17 / Amended by OJ L 28, 02.02.2017, p. 5",08.01.2009,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",22.12.08
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis ATCC PTA-6737 (Holder of the authorisation Kemin Europa NV) [Chickens for fattening]","Reg. (EU) No 107/2010 of 8 February 2010 / Amended by Reg. (EU) No 168/2011 of 23 February 2011","OJ L 36, 09.02.2010, p. 1 / Amended by OJ L 49, 24.02.2011, p. 4",01.03.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",09.02.10
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis ATCC PTA-6737 (Holder of the authorisation Kemin Europa NV) [Chickens reared for laying; ducks for fattening; quails; pheasants; partridges; guinea fowl; pigeons; geese for fattening; Ostriches]","Commission Implementing Regulation (EU) No 885/2011 of 5 September 2011","OJ L 229, 06.09.2011 p. 3",26.09.2011,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",06.09.11
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis ATCC PTA-6737 (Holder of the authorisation Kemin Europa NV) [(Weaned) piglets and (weaned) Suidae other than Sus scrofa domesticus]","Commission Implementing Regulation (EU) No 306/2013 of 2 April 2013","OJ L 91, 03.04.2013, p. 5",23.04.2013,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",03.04.13
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis (ATCC PTA-6737) (Holder of the authorisation Kemin Europa NV) [Turkeys for fattening and turkeys reared for breeding]","Commission Implementing Regulation (EU) No 787/2013 of 16 August 2013","OJ L 220, 17.08.2013, p. 15",06.09.2013,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",27.08.13
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis (ATCC PTA-6737) (Holder of the authorisation Kemin Europa NV) [Laying hens; Minor poultry species for laying]","Commission Implementing Regulation (EU) 2015/1020 of 29 June 2015","OJ L 163, 30.06.2015, p. 22",20.07.2015,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",03.08.15
4,b,Gut flora stabilisers,4b1823,"Bacillus subtilis (ATCC PTA-6737) (Holder of the authorisation Kemin Europa NV) [Sows]","Commission Implementing Regulation (EU) 2017/2276 of 8 December 2017","OJ L 326, 09.12.2015, p. 50",29.12.2017,29.12.2027,11.12.17
4,b,Gut flora stabilisers,4b1824,"Bacillus subtilis (CBS 117162) (Holder of the authorisation Krka d.d.) [Piglets (weaned); Pigs for fattening]","Commission Implementing Regulation (EU) No 91/2012 of 2 February 2012","OJ L 31, 03.02.2012, p. 3",23.02.2012,23.02.2022,06.02.12
4,b,Gut flora stabilisers,4b1825,"Bacillus subtilis (DSM 28343) (Holder of the authorisation Lactosan GmbH & Co. KG) [chicken s for fattening]","Commission Implementing Regulation (EU) 2017/187 of 2 February 2017","OJ L 29, 03.02.2017, p. 35",23.02.2017,23.02.2027,13.02.17
4,b,Gut flora stabilisers,4b1825,"Bacillus subtilis (DSM 28343) (Holder of the authorisation Lactosan GmbH & Co. KG) [Piglets (weaned)]","Commission Implementing Regulation (EU) 2018/1079 of 30 July 2018","OJ L 194, 31.07.2018, p. 131",20.08.2018,20.08.2028,31.07.18
4,b,Gut flora stabilisers,4b1826,"Bacillus subtilis (DSM 27273) (Holder of the authorisation Chr.Hansen A/S) [Weaned piglets; Weaned minor porcine species]","Commission Implementing Regulation (EU) 2017/219 of 8 February 2017","OJ L 34, 09.02.2017, p. 18",01.03.2017,01.03.2027,13.02.17
4,b,Gut flora stabilisers,4b1827,"Bacillus amyloliquefaciens (PTA-6507), Bacillus amyloliquefaciens (NRRL B- 50013) and Bacillus amyloliquefaciens (NRRL B-50104) (Holder of the authorisation Danisco (UK) Ltd, trading as Danisco Animal Nutrition and represented by Genencor International B.V.) [Chickens for fattening; Chickens reared for laying; Minor poultry species for fattening and reared for laying]","Commission Implementing Regulation (EU) 2017/440 of 13 March 2017 / amended by Commission Implementing Regulation (EU) 2019/221 of 6 February 2019","OJ L 67, 14.03.2017, p. 74 / amended by OJ L35, 07.02.2019. p28",03.04.2017,03.04.2027,16.03.17
4,b,Gut flora stabilisers,4b1828,"Bacillus licheniformis (DSM 28710) (Holder of the authorisation Huvepharma NV) [Chickens for fattening; Chickens reared for laying]","Commission Implementing Regulation (EU) 2017/1904 of 18 October 2017","OJ L 269, 19.10.2017, p. 27",08.11.2017,08.11.2027,09.11.17
4,b,Gut flora stabilisers,4b1828,"Bacillus licheniformis (DSM 28710) (Holder of the authorisation Huvepharma NV) [Turkeys for fattening; Turkeys reared for breeding; Minor poultry species for fattening or reared for laying]","Commission Implementing Regulation (EU) 2019/914 of 26 May 2019","OJ L 146, 05.06.2019, p. 60",25.06.2019,25.06.2029,05.06.19
4,b,Gut flora stabilisers,4b1829,"Bacillus subtilis DSM 29784 (Holder of the authorisation Adisseo France SAS) [Chickens for fattening; Chickens reared for laying]","Commission Implementing Regulation (EU) 2018/328 of 5 March 2018","OJ L 63, 06.03.2018, p.10",26.03.2018,26.03.2028,06.03.18
4,b,Gut flora stabilisers,4b1829,"Bacillus subtilis DSM 29784 (Holder of the authorisation Adisseo France SAS) [Minor poultry species for fattening and reared for laying]","Commission Implementing Regulation (EU) 2018/1080 of 31 July 2018","OJ L 194, 31.07.2018, p. 134",20.08.2018,20.08.2028,31.07.18
4,b,Gut flora stabilisers,4b1830,"Preparation of Clostridium butyricum (FERM BP-2789) (Holder of the authorisation Miyarisan Pharmaceutical Co. Ltd represented by Huvepharma NV Belgium) [Minor avian species (excluding laying birds); Piglets (weaned) and minor porcine species (weaned)]","Commission Implementing Regulation (EU) No 373/2011 of 15 April 2011 / Amended by Commission Implementing Regulation (EU) No 357/2013 of 18 April 2013 / Amended by Commission Implementing Regulation (EU) No 2017/1126 of 23 June 2017","OJ L 102, 16.04.2011, p. 10 / Amended by OJ L 109, 19.04.2013, p. 22 / Amended by OJ L 163, 23.06.2017, p. 13",06.05.2011,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",19.04.11
4,b,Gut flora stabilisers,4b1830,"Preparation of Clostridium butyricum (FERM BP-2789) (Holder of the authorisation Miyarisan Pharmaceutical Co. Ltd represented by Huvepharma NV Belgium) [Chickens reared for laying]","Commission Implementing Regulation (EU) No 374/2013 of 23 April 2013 / Amended by Commission Implementing Regulation (EU) No 2017/1126 of 23 June 2017","OJ L 112, 24.04.2013, p. 13 / Amended by OJ L 163, 23.06.2017, p. 13",14.05.2013,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",24.04.13
4,b,Gut flora stabilisers,4b1830,"Preparation of Clostridium butyricum (FERM BP-2789) (Holder of the authorisation Miyarisan Pharmaceutical Co. Ltd represented by Huvepharma NV Belgium) [Turkeys for fattening; Turkeys reared for breeding ]","Commission Implementing Regulation (EU) No 1108/2014 of 20 October 2014 / Amended by Commission Implementing Regulation (EU) No 2017/1126 of 23 June 2017","OJ L 301, 21.10.2014, p. 16 / Amended by OJ L 163, 23.06.2017, p. 13",10.11.2014,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",21.10.14
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Bonvital) (Holder of the authorisation Lactosan Starterkulturen GmbH & Co KG) [Piglets (weaned); Pigs for fattening]","Reg. (EC) No 538/2007 of 15 may 2007","OJ L 128, 16.05.2007, p. 16",05.06.2007,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",16.05.07
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Bonvital) (Holder of the authorisation Lactosan Starterkulturen GmbH & Co) [Piglets (weaned); Pigs for fattening]","Commission Implementing Regulation (EU) 2020/159 of 5 February 2020","OJ L 34, 06.02.2020, p. 22",26.02.2020,26.02.2030,07.02.20
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Holder of the authorisation Lactosan GmbH & Co KG) [Chickens for fattening]","Reg. (EU) No 998/2010 of 5 November 2010","OJ L 290, 06.11.2010, p. 22",26.11.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",08.11.10
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Holder of the authorisation Lactosan GmbH & Co KG) [Chickens reared for laying; Minor poultry species (other than those used for laying)]","Commission Implementing Regulation (EU) No 775/2013 of 12 August 2013","OJ L 170, 13.08.2013, p. 32",02.09.2013,02.09.2023,13.08.13
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Bonvital) (Holder of the authorisation Lactosan Starterkulturen GmbH & Co KG) [Sows]","Commission Implementing Regulation (EU) No 1083/2014 of 15 October 2014","OJ L 298, 16.10.2014, p. 5",05.11.2014,25.08.2029,05.08.19
4,b,Gut flora stabilisers,4b1841,"Enterococcus faecium (DSM 7134) (Bonvital) (use in water for drinking) (Holder of the authorisation Lactosan Starterkulturen GmbH & Co KG) [Sows]","Commission Implementing Regulation (EU) No 2019/1315 of 2 August 2019","OJ L 205, 05.08.2019, p. 7",25.082019,05.11.2024,17.10.14
4,b,Gut flora stabilisers,4b1871,"Saccharomyces cerevisiae NCYC R404 (Holder of the authorisation Micron Bio- Systems Ltd, represented by FeedVision BV.) [Dairy cows]","Commission Implementing Regulation (EU) No 2015/502 of 24 March 2015 / Amended by Commission Implementing Regulation (EU) 2019/146 of 30 January 2019","OJ L 79, 25.03.2015, p. 57 / Amended by OJ L 27, 31.01.2019, p. 12",14.04.2015,14.04.2025,09.04.15
4,b,Gut flora stabilisers,4b1872,"Saccharomyces cerevisiae NCYC R- 625 (Holder of the authorisation Integro Gida SAN. ve TIC. A.S. represented by RM Associates Ltd) [Piglets (weaned)]","Commission Implementing Regulation (EU) No 1074/2011 of 24 October 2011","OJ L 278, 25.10.2011, p. 5",14.11.2011,14.11.2021,26.10.11
4,b,Gut flora stabilisers,4b1890,"Bifidobacterium animalis ssp. animalis (DSM 16284), Lactobacillus salivarius ssp. salivarius DSM 16351 and Enterococcus faecium DSM 21913 (Holder of the authorisation Biomin GmbH) [Chickens for fattening]","Commission Implementing Regulation (EU) No 544/2013 of 14 June 2013 / Amended by Commission Implementing Regulation (EU) 2015/1105 of 8 July 2015","OJ L 163, 15.06.2013, p. 13 / Amended by OJ L 181, 09.07.2015, p. 65",05.07.2013,05.07.2023,20.06.13
4,b,Gut flora stabilisers,4b1890,"Bifidobacterium animalis ssp. animalis (DSM 16284), Lactobacillus salivarius ssp. salivarius DSM 16351 and Enterococcus faecium DSM 21913 (Holder of the authorisation Biomin GmbH) [Chickens reared for laying; minor poultry species other than laying]","Commission Implementing Regulation (EU) 2015/1105 of 8 July 2015","OJ L 181, 09.07.2015, p. 65",29.07.2015,29.07.2025,04.08.15
4,b,Gut flora stabilisers,4b1891,"Enterococcus faecium NBIMCC 8270; Lactobacillus acidophilus NBIMCC 8242, Lactobacillus helveticus NBIMCC 8269, Lactobacillus delbrueckii ssp. lactis NBIMCC 8250, Lactobacillus delbrueckii ssp. bulgaricus NBIMCC 8244, and Streptococcus thermophilus NBIMCC 8253 (Holder of the authorisation Lactina Ltd) [Suckling piglets]","Commission Implementing Regulation (EU) No 1077/2013 of 31 October 2013","OJ L 292, 01.11.2013, p. 3",21.11.2013,21.11.2023,11.11.13
4,b,Gut flora stabilisers,4b1892,"Lactococcus lactis PCM B/00039, Carnobacterium divergens PCM KKP 2012p, Lactobacillus casei PCM B/00080, Lactobacillus plantarum PCM B/00081 and Saccharomyces cerevisiae PCM KKP 2059p (Holder of the authorisation JHJ Ltd) [Chickens for fattening]","Commission Implementing Regulation (EU) No 2017/1008 of 15 June 2017","OJ L 153, 16.06.2017, p. 16",06.07.2017,06.07.2027,20.06.17
4,b,Gut flora stabilisers,4b1893,"Bacillus amyloliquefaciens NRRL B- 50508, Bacillus amyloliquefaciens NRRL B-50509 and Bacillus subtilis NRRL B-50510 (Cargill Incorporated, represented by Provimi Holding BV) [Pigs for fattening; Minor porcine species for fattening]","Commission Implementing Regulation (EU) No 2019/1313 of 2 August 2019","OJ L 205, 05.08.2019, p. 1",25.08.2019,25.08.2029,05.08.19
4,b,Gut flora stabilisers,4d1703,"Saccharomyces cerevisiae CNCM I- 1079 (Holder of the authorisation Danstar Ferment AG represented by Lallemand SAS) [Sows; Weaned piglets]","Commission Implementing Regulation (EU) No 2018/347 of 5 March 2018","OJ L 67, 09.03.2018, p. 21",29.03.2018,29.03.2028,09.03.18
4,b,Gut flora stabilisers,4d1703,"Saccharomyces cerevisiae CNCM I- 1079 (Holder of the authorisation Danstar Ferment AG represented by Lallemand SAS) [All pigs other than sows and weaned piglets; All minor porcine species]","Commission Implementing Regulation (EU) No 2019/892 of 28 May 2019","OJ L 142, 29.05.2019, p. 57",18.06.2019,18.06.2029,29.05.19
4,d,Other zootechnical additives,4d1,"Lanthanum carbonate octahydrate (Lantharenol) (Holder of the authorisation Bayer HealthCare AG) [Cats]","Commission Implementing Regulation (EU) 2019/913 of 29 May 2019","OJ L 146, 05.06.2019, p. 57",25.06.2019,25.06.2029,05.06.19
4,d,Other zootechnical additives,4d1,"Lanthanum carbonate octahydrate (Lantharenol) (Holder of the authorisation Bayer Animal Health GmbH) [Dogs]","Commission Implementing Regulation (EU) No 842/2012 of 18 September 2012","OJ L 252, 19.09.2012, p. 21",09.10.2012,09.10.2022,01.10.12
4,d,Other zootechnical additives,4d 3,"Preparation of protected citric acid, sorbic acid, thymol and vanillin (Holder of the authorisation Vetagro SpA) [Piglets (Weaned)]","Reg. (EU) No 1117/2010 of 2 December 2010","OJ L 317, 03.12.2010, p. 3",23.12.2010,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",03.12.10
4,d,Other zootechnical additives,4d 3,"Preparation of protected citric acid, sorbic acid, thymol and vanillin (Holder of the authorisation Vetagro SpA) [Chickens for fattening and reared for laying; Minor avian species for fattening and reared for laying; Weaned Suidae other than Sus scrofa domesticus]","Commission Implementing Regulation (EU) No 849/2012 of 19 September 2012 / Corrigendum DE in OJ L 70 DE, 14.03.2013, p. 12","OJ L 253, 20.09.2012, p. 8 / Corrigendum DE in OJ L 70 DE, 14.03.2013, p. 12",10.10.2012,"Following the provisions of Art. 14 of Reg. (EC) No 1831/2003, an application, in accordance with Article 7, has been submitted",01.10.12
4,d,Other zootechnical additives,4d4,"Dimethylglycine sodium salt (Holder of the authorisation Taminco BVBA) [Chickens for fattening]","Commission Implementing Regulation (EU) No 371/2011 of 15 April 2011 / Amended by Commission Implementing Regulation (EU) No 105/2013 of 4 February 2013 / Amended by Commission Implementing Regulation (EU) No 2018/1936 of 10 December 2018","OJ L 102, 16.04.2011, p. 6 / Amended by OJ L 34, 05.02.2013, p. 15 / Amended by OJ L 314, 11.120.2018, p34",06.05.2011,06.05.2021,19.04.11
4,d,Other zootechnical additives,4d 5,"Sodium benzoate (Holder of the authorisation Taminco Finland Oy) [Piglets (weaned)]","Commission Implementing Regulation (EU) No 496/2011 of 20 May 2011 / Amended by Commission Implementing Regulation (EU) No 413/2012 of 15 May 2012 / Amended by Commission Implementing Regulation (EU) No 862/2014 of 7 August 2014 in O.J. L 235 of 08.08.2014, p. 12","OJ L 134, 21.05.2011, p. 9 / Amended by OJ L 128 16.05.2012, p. 4 / Amended by O.J. L 235 of 08.08.2014, p. 12",10.06.2011,10.06.2021,23.05.11
4,d,Other zootechnical additives,4d6,"Preparation of caraway oil, lemon oil with dried herbs and spices (Holder of the authorisation Delacon Biotechnik GmbH) [Piglets (weaned)]","Commission Implementing Regulation (EU) No 131/2012 of 15 February 2012","OJ L 43, 16.02.2012, p. 5",07.03.2012,07.03.2022,16.02.12
4,d,Other zootechnical additives,4d7,"Ammonium chloride (Holder of the authorisation Latochema Co. Ltd) [Lambs for fattening]","Commission Implementing Regulation (EU) No 832/2012 of 17 September 2012","OJ L 251, 18.09.2012, p. 27",08.10.2012,08.10.2022,01.10.12
4,d,Other zootechnical additives,4d7,"Ammonium chloride (Holder of the authorisation Latochema Co. Ltd) [Ruminants other than lambs for fattening; Cats; Dogs]","Commission Implementing Regulation (EU) 2016/1007 of 22 June 2016","OJ L 165, 23.06.2016, p. 10",13.07.2016,13.07.2026,06.07.16
4,d,Other zootechnical additives,4d8,"Ammonium chloride (Holder of the authorisation BASF SE) [Ruminants; Cats and dogs]","Commission Implementing Regulation (EU) No 725/2013 of 26 July 2013","OJ L 202 27.07.2013, p. 17",16.08.2013,16.08.2023,06.08.13
4,d,Other zootechnical additives,4d10,"Preparation of benzoic acid, thymol, eugenol, piperine (Holder of the authorisation DSM Nutritional Product) [Chickens for fattening; Chickens reared for laying; Minor poultry species for fattening and reared for laying]","Commission Implementing Regulation (EU) 2015/1426 of 25 August 2015","OJ L 223 26.08.2015, p. 6",15.09.2015,15.09.2025,26.08.15
4,d,Other zootechnical additives,4d11,"Preparation of carvacrol, cinnamaldehyde and capsicum oleoresin (Holder of the authorisation Pancosma France S.A.S.) [Chickens for fattening]","Commission Implementing Regulation (EU) 2015/1490 of 3 September 2015","OJ L 231 04.09.2015, p. 4",24.09.2015,24.09.2025,04.09.15
4,d,Other zootechnical additives,4d12,"Bacillus licheniformis ATCC 53757 and its protease EC 3.4.21.19 (Holder of the authorisation Novus Europe SA/NV) [Chickens for fattening and reared for laying; Minor poultry species for fattening and reared for laying; Ornamental birds]","Commission Implementing Regulation (EU) 2016/898 of 8 June 2016","OJ L 152, 09.06.2016, p. 11",29.06.2016,29.06.2026,09.06.16
4,d,Other zootechnical additives,4d13,"Kidney bean lectins (Phaseolus vulgaris lectins), (Holder of the authorisation Biolek Sp. z o.o.) [Suckling piglets]","Commission Implementing Regulation (EU) 2016/1833 of 17 October 2016","OJ L 280, 18.10.2016, p. 1",26.11.2016,26.11.2026,18.10.16
4,d,Other zootechnical additives,4d14,"Preparation of benzoic acid, calcium formate and fumaric acid, (Holder of the authorisation Novus Europe SA/NV) [Chickens for fattening; Chickens reared for laying]","Commission Implementing Regulation (EU) 2018/982 of 11 July 2018","OJ L 176, 12.07.2018, p. 13",01.08.2018,01.08.2028,12.07.18
4,d,Other zootechnical additives,4d15,"Thyme oil (Thymus vulgaris L.), synthetic star anise oil and quillaja bark powder (Quillaja saponaria) (Holder of the authorisation Delacon Biotechnik GmbH) [Chickens for fattening; Chickens reared for laying; Minor avian species for fattening and reared for laying]","Commission Implementing Regulation (EU) 2017/420 of 9 March 2017","OJ L 64, 10.03.2017, p. 7",30.03.2017,30.03.2027,10.03.17
